comment_id,video_id,author,text,like_count,published_at,reply_count,label_rule
UgwymfgQioXcUYdyrHB4AaABAg,3d2pb4Q6Vas,@I_cannot_handle_me,이럴 때 옷의 허리춤을 뒤로 쭉 당겨주면 감다살임,0,2025-07-22 08:24:15+00:00,0,상황/스토리
Ugz9JUp791BgyhbpXwx4AaABAg,3d2pb4Q6Vas,@바사삭바삭-y3s,A스커트가잘어울리것네,0,2025-07-22 08:15:31+00:00,0,상황/스토리
UgyMWIamj3Q2uUAMvuV4AaABAg,3d2pb4Q6Vas,@akyangyuga_,암거나 입어도 걍 귀여우심 .. 아빠빤쓰 입어도 귀여울거같은데,0,2025-07-21 21:51:53+00:00,0,상황/스토리
UgznT83IcGFcHiQJ6_14AaABAg,3d2pb4Q6Vas,@fate-inyeon,금희님 자체가 예쁘고 귀여우니..ㅎㅎ,0,2025-07-21 17:37:41+00:00,0,상황/스토리
Ugyz__7Kc4aO5iAlNhZ4AaABAg,3d2pb4Q6Vas,@seoyul0831,귀엽지 하고 손 뒷짐지고 배들이미는게 더 귀엽네요,2,2025-07-21 16:21:31+00:00,0,상황/스토리
UgyJ6QHLmqkNXRs73aJ4AaABAg,3d2pb4Q6Vas,@갈색눈동자-p2w,먼가 디지니에 나올거 같이 귀엽네잉 ㅎㅎ,0,2025-07-21 16:04:15+00:00,0,상황/스토리
UgyB9DnV-ZYoH03_E7t4AaABAg,3d2pb4Q6Vas,@innuni,볼때마다 육수 잘우리네 ㅋㅋㅋㅋ,1,2025-07-21 14:48:37+00:00,0,상황/스토리
Ugy7apuSVTpCCluXq-x4AaABAg,3d2pb4Q6Vas,@sun645-t5e,그냥 그미가 넘 ㄱㅇㅇ❤,0,2025-07-21 14:29:50+00:00,0,상황/스토리
Ugw-1PelH005kI8X8P94AaABAg,3d2pb4Q6Vas,@Lavigne90,옷은 모르것고 니가 귀엽다,0,2025-07-21 14:25:27+00:00,0,상황/스토리
Ugx1J7WlfNAp6pJtFcN4AaABAg,3d2pb4Q6Vas,@현순이-g4u,금휘님이라서 귀여운거에요,0,2025-07-21 14:17:07+00:00,0,상황/스토리
UgyhVmyrqrXd93hGp4x4AaABAg,3d2pb4Q6Vas,@김지홍-e9m,그미가 귀여워❤,0,2025-07-21 12:32:37+00:00,0,상황/스토리
UgwngvBO_tr4VqpUuIR4AaABAg,3d2pb4Q6Vas,@뜬구름-r3w,아 몰라. 그냥 사랑해❤,1,2025-07-21 12:25:42+00:00,0,상황/스토리
Ugzytgy7wioPtqC8Bz94AaABAg,3d2pb4Q6Vas,@KaRaOhVlog,금휘님 너무 이쁘신데요^^,0,2025-07-21 12:18:25+00:00,0,상황/스토리
UgyqoMKIEh8CUcjjW_V4AaABAg,3d2pb4Q6Vas,@tks1190,완전 임산부같이 예뻐요!!,0,2025-07-21 11:58:54+00:00,0,상황/스토리
UgxLGE5FfklRh7kn5t14AaABAg,3d2pb4Q6Vas,@macaronchang,ㄱㅇㅇ,0,2025-07-21 10:12:33+00:00,0,상황/스토리
Ugx_0WaBeXRDe_LYVRZ4AaABAg,3d2pb4Q6Vas,@BooungYee_BUY부엉이,테무산 금휘님은 얼마인가요,1,2025-07-21 09:14:04+00:00,0,상황/스토리
Ugwc_8QFCcFjZPi8V054AaABAg,3d2pb4Q6Vas,@하망-u3h,금휘가더❤,0,2025-07-21 09:03:45+00:00,0,상황/스토리
UgweCg8V6a2FHBT5oSt4AaABAg,3d2pb4Q6Vas,@루피-j8p,뱃살도가려주고 임산부옷아닌가요?,0,2025-07-21 08:27:50+00:00,0,상황/스토리
Ugz8KSWj-lXvbSg2QY54AaABAg,3d2pb4Q6Vas,@marikat4390,"이 원피스 나는 알리에서 추천해주던데
금사장도 봤나보구나.....",0,2025-07-21 08:09:50+00:00,0,상황/스토리
UgygCb9XP_p8lTbtzY54AaABAg,3d2pb4Q6Vas,@livestoryluchael2812,귀여운데 개인적으로는 테무인게 걸림...,0,2025-07-21 04:52:02+00:00,0,상황/스토리
UgytDbRdVgUVFxMJMXR4AaABAg,3d2pb4Q6Vas,@Duyung781,귀엽네...,0,2025-07-21 04:13:45+00:00,0,상황/스토리
UgxNOtqeEsPP_zISFCl4AaABAg,3d2pb4Q6Vas,@bam23dal58gom,진짜 무슨 10년대 초반 애니에서 주인공 앞에 허리 손 올리고 등장하는 골목대장 여캐 마냥 귀엽네 ㅋㅋㅋㅋ,0,2025-07-21 03:51:49+00:00,0,상황/스토리
UgwXjzmzzokQk2m3eu54AaABAg,3d2pb4Q6Vas,@garamz,너가더,0,2025-07-21 03:43:30+00:00,0,상황/스토리
Ugz8g1294JY25dT4nvN4AaABAg,3d2pb4Q6Vas,@eunseonchoi7129,네가 더 귀여워,0,2025-07-21 03:37:54+00:00,0,상황/스토리
UgxcR4rpzzcKLxWBIYN4AaABAg,3d2pb4Q6Vas,@ggozang,병아리 같네 귀엽다..,0,2025-07-21 03:14:22+00:00,0,상황/스토리
UgwtXz66J6KsO-cnFbJ4AaABAg,3d2pb4Q6Vas,@Alejandro_2415,아부지가 공주로 키웠다는게 이해가 가네,0,2025-07-21 02:31:28+00:00,0,상황/스토리
UgxnmU5dtzz1nH-bgu54AaABAg,3d2pb4Q6Vas,@비밀의꿈,식탁보 같다,0,2025-07-21 02:19:32+00:00,0,상황/스토리
UgxbJgydlZTgPh6TtTZ4AaABAg,3d2pb4Q6Vas,@이체리-j6p,진짜 귀엽다,0,2025-07-21 01:17:33+00:00,0,상황/스토리
Ugxx5IxT04DKrqzbBNl4AaABAg,3d2pb4Q6Vas,@김응애-u3y,저는 밥을 먹지 않고도 배가 나와있는 편입니다,0,2025-07-21 01:10:15+00:00,0,상황/스토리
UgyjApZ8LJazV3lUv5t4AaABAg,3d2pb4Q6Vas,@PJone2,"거적때기를 걸치고와도 이뻐
라고 말하고 싶지만 진짜 거적때기 입고올까봐 무섭다.",0,2025-07-21 00:16:14+00:00,0,상황/스토리
UgwSsssUCbfvTkOyxld4AaABAg,3d2pb4Q6Vas,@style.l.b9901,뭐야 진짜 자랑 쇼츠네 ㅋㅋㅋ,0,2025-07-20 23:09:10+00:00,0,상황/스토리
Ugz3MAD-AbXN1pIDFnF4AaABAg,3d2pb4Q6Vas,@백인승-n6l,님이 더 귀여움,0,2025-07-20 22:52:35+00:00,0,상황/스토리
UgyolJZBCcq4MJ_otJN4AaABAg,3d2pb4Q6Vas,@조용준-o7p,뭔가 귀염뽀짝하네,0,2025-07-20 21:37:01+00:00,0,상황/스토리
UgzIeUr6q37bVVYV3Pp4AaABAg,3d2pb4Q6Vas,@suu11240,🥰 포즈하는 모습이 더 귀여운데욥 ㅋㅋㅋ🤤,0,2025-07-20 20:01:42+00:00,0,상황/스토리
UgxI3lDrvonIH1q90ip4AaABAg,3d2pb4Q6Vas,@anyang94,좀 멀쩡하니까 이상하네 ㅋㅋㅋ 꺽꺽대고 웃어야하는데,0,2025-07-20 17:16:34+00:00,0,상황/스토리
UgwGGv3QtDM0ZTdleah4AaABAg,3d2pb4Q6Vas,@우주경찰-q6n,확실히 sexy보단 cute,0,2025-07-20 17:13:44+00:00,0,상황/스토리
Ugw8i63RrUz0n_CB7014AaABAg,3d2pb4Q6Vas,@DenLeeDH,금사장 귀여워😂❤❤❤❤,1,2025-07-20 16:20:58+00:00,0,상황/스토리
UgwZl1tY4XDWi3WLyTF4AaABAg,3d2pb4Q6Vas,@Blancpapa0,애기가 엄마한테 옷자랑 하는거 같네요😅,0,2025-07-20 16:16:11+00:00,0,상황/스토리
Ugy8rJEOaM2j7eCqPG94AaABAg,3d2pb4Q6Vas,@박준하-x5x,임부복?  ㅋ😅😅,0,2025-07-20 16:14:03+00:00,0,상황/스토리
Ugyt4zuT30dOFJda5bN4AaABAg,3d2pb4Q6Vas,@꽗뜵뼶콗쭀큯랁덺,네.. 귀여우세요,0,2025-07-20 14:53:09+00:00,0,상황/스토리
UgwsjJ9PLKG1AZiYY0l4AaABAg,3d2pb4Q6Vas,@라이즈-n4d,제하하햐하 이 원피스는 대체 뭐냐?!,0,2025-07-20 14:46:09+00:00,0,상황/스토리
Ugxo105h2AzfpZAxbVV4AaABAg,3d2pb4Q6Vas,@Jijirijijiman,원피스 금휘만나서 호강하노,0,2025-07-20 14:28:51+00:00,0,상황/스토리
UgyOcqhFhLib-p9rZ0J4AaABAg,3d2pb4Q6Vas,@gomm_ell,이쁘네,0,2025-07-20 14:19:51+00:00,0,상황/스토리
Ugx38MYp2iXd9Cl5ml94AaABAg,3d2pb4Q6Vas,@윤서영-d9e,근데 남자들도 내 여자는 저런옷이 더 이쁘게 보이지 않남?,0,2025-07-20 13:39:14+00:00,0,상황/스토리
UgzRV23M0E0CBL1OvKl4AaABAg,3d2pb4Q6Vas,@한솔-u7f,"금휘님 더 귀여워요 영상 너무 재미있습니다 
그리고.......윤모님은 살아 있을거 입니다...
금휘님 힘내요🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉",1,2025-07-20 13:38:35+00:00,0,상황/스토리
Ugz1k9Jm8Bxl62i2Jzh4AaABAg,3d2pb4Q6Vas,@이진범-t9l,뭔가 유치원생 딸이 옷 이쁜거 샀다고 자랑 하는거 같네,0,2025-07-20 13:21:27+00:00,0,상황/스토리
Ugz8OprWAxFxLoGsK3p4AaABAg,3d2pb4Q6Vas,@후룰루룰-o7r,저런옷 좋아하는 스타일의 여성분들 매력넘칩니다.,0,2025-07-20 12:54:48+00:00,0,상황/스토리
UgwJCZuop11iwKv4F8R4AaABAg,3d2pb4Q6Vas,@마이트-j5n,어머님 잠옷 원피스,0,2025-07-20 12:32:03+00:00,0,상황/스토리
UgxiiCBWChvWWBeCmZZ4AaABAg,3d2pb4Q6Vas,@장성민-k1h,뭔가 딸래미보는느낌....,0,2025-07-20 11:31:26+00:00,0,상황/스토리
Ugybf7nDKXzRlRqeFY14AaABAg,3d2pb4Q6Vas,@금동이로로,역시 댕댕이 같아여❤,3,2025-07-20 11:30:42+00:00,0,상황/스토리
UgxBQDwusJPKCviuZtJ4AaABAg,3d2pb4Q6Vas,@피곤한토찌,아가네 금휘아가,0,2025-07-20 11:27:15+00:00,0,상황/스토리
UgzlLb9yHL8_maklJDF4AaABAg,3d2pb4Q6Vas,@HG-qy4fq,그냥 사람이 귀여운데,0,2025-07-20 11:09:32+00:00,0,상황/스토리
UgyxpUOT60tBU0MSS5N4AaABAg,3d2pb4Q6Vas,@finalmana,역시 예쁜 사람은 뭘 입어도 예쁘고 귀엽네,0,2025-07-20 10:56:23+00:00,0,상황/스토리
UgwSCkCfwqE3zmnd5YV4AaABAg,3d2pb4Q6Vas,@a31310508,아니 네가 더 귀여워,0,2025-07-20 10:23:48+00:00,0,상황/스토리
UgwpLD5vnrC_Dh5w1uN4AaABAg,3d2pb4Q6Vas,@Angkimoddi113,금사장 자연스럽게 2번 포즈 프론트 랫 스플레드 잡는거 뭐야 wngp 준비해?,0,2025-07-20 10:12:15+00:00,0,상황/스토리
UgzKbQ6K72WLNB0Dp5Z4AaABAg,3d2pb4Q6Vas,@Hein_o,진짜 슬랜더의 정석 😮😮,0,2025-07-20 09:54:51+00:00,0,상황/스토리
UgxbG3f0a4gi2K7A6Qh4AaABAg,3d2pb4Q6Vas,@adsdfgasd1931,임부복 같아요,0,2025-07-20 09:40:26+00:00,0,상황/스토리
UgwTQ3xO0gn35u99zbF4AaABAg,3d2pb4Q6Vas,@realshabushabu,임부복들이 남자들 생각보다 귀여운 게 많음,0,2025-07-20 09:13:36+00:00,0,상황/스토리
Ugyt75SUZQ8SEz8H-NV4AaABAg,3d2pb4Q6Vas,@언짱1414,그냥 누나자체가 귀여워요,0,2025-07-20 08:45:31+00:00,0,상황/스토리
UgzbOd6QfEXJ5qcn2_p4AaABAg,3d2pb4Q6Vas,@가끔정신차림,그냥 이상한 말만 안하면 뭘 하던 안 예쁘겠냐만은,0,2025-07-20 08:41:16+00:00,0,상황/스토리
Ugzg7Rn0jhXQ7fBGGv94AaABAg,3d2pb4Q6Vas,@성은유-b8t,존나 임산부복같다,0,2025-07-20 08:34:55+00:00,0,상황/스토리
UgzARrHNZ83Bq_hSpk54AaABAg,3d2pb4Q6Vas,@류겐오,본체가 예뻐서 뭘 입어도 예쁨,0,2025-07-20 08:33:55+00:00,0,상황/스토리
UgwINTsvOiNFaFaGLlB4AaABAg,3d2pb4Q6Vas,@doxxux,니가 더 귀여워,0,2025-07-20 08:29:57+00:00,0,상황/스토리
UgwH-LGDLgXRc4uJjh14AaABAg,3d2pb4Q6Vas,@와타라세준-x1j,어ㆍ 그... 아... 이모 할머니가 입으신거랑 거진 비슷해서....,0,2025-07-20 08:28:45+00:00,0,상황/스토리
UgwHIoECy975WTUqNnh4AaABAg,3d2pb4Q6Vas,@Hedione90,자랑 하는게 더 귀여움💖💖,0,2025-07-20 08:28:30+00:00,0,상황/스토리
Ugyg2d5tYMS9MQhM00d4AaABAg,3d2pb4Q6Vas,@스폰지밥-b7t,금휘가 더 귀여운듯,0,2025-07-20 08:24:37+00:00,0,상황/스토리
UgxTfZ8aQseiSO_yyLJ4AaABAg,3d2pb4Q6Vas,@yhkufd87,ㅎㅎㅎㅎ,0,2025-07-20 08:20:54+00:00,0,상황/스토리
UgzS_ceCcK2Nz4cgjgZ4AaABAg,3d2pb4Q6Vas,@rlaalsgh56,이쁜금휘님 볼따구 삽니다,1,2025-07-20 08:17:25+00:00,0,상황/스토리
UgweWrqj-zHpkUVaUp54AaABAg,3d2pb4Q6Vas,@영미야놀자,그냥 니가 귀여워,0,2025-07-20 08:13:05+00:00,0,상황/스토리
UgxqHjgs0_6ht3OOb4N4AaABAg,3d2pb4Q6Vas,@mrfatan9085,왜케 유치원생이 옷자랑하는 거 같이 귀엽지?,0,2025-07-20 08:12:34+00:00,0,상황/스토리
UgxFqd3WDrOL3HrszUx4AaABAg,3d2pb4Q6Vas,@애기뱀,귀엽네,0,2025-07-20 08:04:30+00:00,0,상황/스토리
UgxO-IkYjtViNWO4eWt4AaABAg,3d2pb4Q6Vas,@suelee2208,아니 너가 더.,0,2025-07-20 08:02:41+00:00,0,상황/스토리
UgyTusW1UMwyCIkm-xV4AaABAg,3d2pb4Q6Vas,@mongshell4946,재롱..잔치..?,0,2025-07-20 07:54:46+00:00,0,상황/스토리
Ugx3CPP5d9oh8MTDlE54AaABAg,3d2pb4Q6Vas,@김-v6e6c,포즈가 개기엽ㄴㅋㅋㅋ,0,2025-07-20 07:52:00+00:00,0,상황/스토리
UgwTkj47fed7sIPVF0B4AaABAg,3d2pb4Q6Vas,@user-oe3mo6vq8b,공대무늬다!!!,0,2025-07-20 07:50:56+00:00,0,상황/스토리
Ugx2mtkI_HJT_2DkCtB4AaABAg,3d2pb4Q6Vas,@jpj0038,초원의 집에서 뛰놀것같은 패션이유~~~,0,2025-07-20 07:44:19+00:00,0,상황/스토리
UgwOX9S0qGzGSIaa8ih4AaABAg,3d2pb4Q6Vas,@ChandaHari-k8r,처음에 물 머금고 볼 빵빵해진게 뭔 일인가 했네,0,2025-07-20 07:43:23+00:00,0,상황/스토리
Ugzpqoj6rcUYp2mttuF4AaABAg,3d2pb4Q6Vas,@XYZ-fz4nv,귀엽다ㅋㅋㅋㅋㅋ,1,2025-07-20 07:38:34+00:00,0,상황/스토리
UgzxOtBlc995mMLdLY54AaABAg,3d2pb4Q6Vas,@hyeon0504,이쁜데?,0,2025-07-20 07:35:08+00:00,0,상황/스토리
UgzOmvCW9HwDtVALxDF4AaABAg,3d2pb4Q6Vas,@Dwaedam,허리에 손올리고 위풍당당 포즈하는게 아냐 같네 ㅋㅋ,0,2025-07-20 07:31:25+00:00,0,상황/스토리
UgxDzT2CmIjRDvRb3X94AaABAg,3d2pb4Q6Vas,@솔플이인생,진짜 귀엽네요. 뭐가 귀여운건지는 비밀,0,2025-07-20 07:30:47+00:00,0,상황/스토리
UgwajlaqpFvchoHgisN4AaABAg,3d2pb4Q6Vas,@WeCan._.,뭐든 귀여운 스타일...,0,2025-07-20 07:27:13+00:00,0,상황/스토리
Ugwj9v9c9gClf6CQ-Lt4AaABAg,3d2pb4Q6Vas,@두리우리-t6u,배도 없으면서,0,2025-07-20 07:21:09+00:00,0,상황/스토리
UgxUrfl7-8o0vt9iJWx4AaABAg,3d2pb4Q6Vas,@edeggini,그냥~ 금사장이 귀여운거지~,0,2025-07-20 07:18:18+00:00,0,상황/스토리
UgwkSxrSfUMUuZTLxb54AaABAg,3d2pb4Q6Vas,@scottlucas1059,아 왜 점점더 귀여워 지는데 ㅠㅠ,0,2025-07-20 07:12:23+00:00,0,상황/스토리
UgwC1pG2i8PygPku1Eh4AaABAg,3d2pb4Q6Vas,@RangHoyee,식탁보아입니까?,0,2025-07-20 07:08:49+00:00,0,상황/스토리
UgzXm059hTz0DWn5qaN4AaABAg,3d2pb4Q6Vas,@Angelicdiablo2004,ㅇㅇ 귀여움❤❤❤❤,0,2025-07-20 06:56:26+00:00,0,상황/스토리
Ugx1V03sme0bKDg3C2l4AaABAg,3d2pb4Q6Vas,@Ivya7174,아냐 피크닉 룩,0,2025-07-20 06:55:38+00:00,0,상황/스토리
UgzjYrt3356T6cavwgR4AaABAg,3d2pb4Q6Vas,@9oogle-com,이미지랑 코디랑 잘 어울림 ㅋㅋㅋ,0,2025-07-20 06:54:15+00:00,0,상황/스토리
UgxAvW9Lk8YmMxhC3Yt4AaABAg,3d2pb4Q6Vas,@마가렛트,역시 패션의 완성은 …..,0,2025-07-20 06:21:14+00:00,0,상황/스토리
UgwnNvyBqjMs55Ob_zN4AaABAg,3d2pb4Q6Vas,@꽃나무,원피스가 주인을 잘 만났네.,0,2025-07-20 06:16:40+00:00,0,상황/스토리
UgxXZkttFSAF6mP59Xl4AaABAg,3d2pb4Q6Vas,@Flower_Bud_Heaven,"역시 섹시랑은 거리가 멀다 
귀여운게 최고네
귀섹녀 = 귀엽고 섹시한 여자",0,2025-07-20 06:16:18+00:00,0,상황/스토리
UgwqKDnfmgpZRs3CzqN4AaABAg,3d2pb4Q6Vas,@Liar-r3w,귀여우신 우리 금사장님😊😊😊😊😊😊,8,2025-07-20 06:15:41+00:00,0,상황/스토리
UgygGH85pJlKmNBXwR14AaABAg,3d2pb4Q6Vas,@haneulyuiazu,모리걸인가요,2,2025-07-20 06:13:28+00:00,0,상황/스토리
Ugx707ac6vDerk_BiJx4AaABAg,3d2pb4Q6Vas,@hosinohe,이제 남친만 있으면 되겠다,0,2025-07-20 06:07:27+00:00,0,상황/스토리
Ugxur_AbTeebLsespOJ4AaABAg,3d2pb4Q6Vas,@김아무개-t9f,귀엽네,1,2025-07-20 06:02:29+00:00,0,상황/스토리
Ugwn_2pf7r2ejP_I7-R4AaABAg,3d2pb4Q6Vas,@task-mw1og,아니 너가 더 귀여운데?ㅋㅋ,0,2025-07-20 05:58:09+00:00,0,상황/스토리
UgxJIKsO7Y_H28Hrzxx4AaABAg,3d2pb4Q6Vas,@yooh..,뭔가 임산부용 같은데...,0,2025-07-20 05:54:36+00:00,0,상황/스토리
UgxL8xUUr8B93Rn4nfd4AaABAg,3d2pb4Q6Vas,@Aikujoesong,사촌동생이나 조카가 자랑 하는거 같네 ㅋㅋㅋㅋ ㄱㅇㅇ,0,2025-07-20 05:51:26+00:00,0,상황/스토리
UgzrqAO_HC-3HmR4dad4AaABAg,3d2pb4Q6Vas,@leisure5870,대체로 금휘님 옷 스타일이 그 알프스의 귀여운 소녀 느낌이 잘 어울리고 이쁘네요.,0,2025-07-20 05:42:54+00:00,0,상황/스토리
UgzxAs-CzR2rpc7cAq94AaABAg,3d2pb4Q6Vas,@vermouth156,귀없다,0,2025-07-20 05:38:51+00:00,0,상황/스토리
Ugxfe7IcEZhnidoFVO54AaABAg,3d2pb4Q6Vas,@안사요-z3x,남자가 좋아하는 에겐녀룩,0,2025-07-20 05:34:44+00:00,0,상황/스토리
UgxemLHAViFF_oNiyYV4AaABAg,3d2pb4Q6Vas,@내가길이오,귀엽다~그미 너무 예쁜거 입었네~,0,2025-07-20 05:31:24+00:00,0,상황/스토리
UgywcoLvE0gUuM8DpoR4AaABAg,3d2pb4Q6Vas,@장영추,항상 나오는말 : 하드웨어는 좋다. 하드웨어는...,0,2025-07-20 05:15:15+00:00,0,상황/스토리
Ugx4RTPAG6zj2t_sD0V4AaABAg,3d2pb4Q6Vas,@냐옹-v8x,오...,0,2025-07-20 05:14:03+00:00,0,상황/스토리
Ugzcrh0CqeNczgp02md4AaABAg,3d2pb4Q6Vas,@CoCoZzan,금휘~귀엽당!!💛💚,0,2025-07-20 05:10:18+00:00,0,상황/스토리
UgzQVNw_Jp4ileaJLeR4AaABAg,3d2pb4Q6Vas,@Park-xm5db,원피스는 보이지도 않아 이쁜 금휘 보느라 눈이 바빠서,0,2025-07-20 05:10:09+00:00,0,상황/스토리
Ugz5w90W8oTLaLhAfr14AaABAg,3d2pb4Q6Vas,@볼붕이-g7s,원피스는!!! 실재한다!!!,0,2025-07-20 05:08:08+00:00,0,상황/스토리
UgzU4Smmafleypwcv2J4AaABAg,3d2pb4Q6Vas,@sl1648,"딱 붙는게 찰떡인듯..
 ㅋㅋㅋ",0,2025-07-20 05:03:39+00:00,0,상황/스토리
UgwsjvVUsTKF7t8_H314AaABAg,3d2pb4Q6Vas,@6_a.m,금사장 요즘 미모 레전드넹,0,2025-07-20 05:01:34+00:00,0,상황/스토리
UgxBfSzrKqsfF46yN7x4AaABAg,3d2pb4Q6Vas,@마적아강,진짜 귀엽다,0,2025-07-20 05:00:08+00:00,0,상황/스토리
UgytTxRmWi8D4sPmZxN4AaABAg,3d2pb4Q6Vas,@NakGtang,후욱후욱,0,2025-07-20 04:59:36+00:00,0,상황/스토리
UgxMy4XMLRNr2wRtTNh4AaABAg,3d2pb4Q6Vas,@메타콘-h5c,진짜 근휘님 매일매일리 리즈갱신중,0,2025-07-20 04:56:14+00:00,0,상황/스토리
UgxpI3FfNioA1extdVl4AaABAg,3d2pb4Q6Vas,@JINJU95,❤세젤귀 금싸장❤,1,2025-07-20 04:55:56+00:00,0,상황/스토리
UgwrfzP2_oaD0b4cP2x4AaABAg,3d2pb4Q6Vas,@블루-k2w,금휘야❤❤❤ 너무 귀여워 사랑스러워 이쁘다 예뻐,0,2025-07-20 04:55:28+00:00,0,상황/스토리
UgzZaBRtd29ES4GHiPZ4AaABAg,3d2pb4Q6Vas,@Zomta-KR,허리에 손올리는거 ‘촛도 오니쨩’ 하는것 같은 느낌임 ㅋㅋㅋ,0,2025-07-20 04:40:54+00:00,0,상황/스토리
UgwjKe9PLKw5iX-P8rp4AaABAg,3d2pb4Q6Vas,@포션이랑,이쁘구먼 훠훠🎉,0,2025-07-20 04:31:50+00:00,0,상황/스토리
UgyeiQnqiHnKwkbGTyN4AaABAg,3d2pb4Q6Vas,@painting_user,진짜 귀엽네 ㅋㅋ 조카가 자랑하는 느낌,3,2025-07-20 04:31:15+00:00,0,상황/스토리
UgyV6LeJwymEahouA9B4AaABAg,3d2pb4Q6Vas,@무거나아-c5c,포즈 미춌네 개귀여움,4,2025-07-20 04:29:57+00:00,0,상황/스토리
UgzFAbZbq9G7Ck_95IF4AaABAg,3d2pb4Q6Vas,@go-sun-twi,언니 원피스 뽀려온 여동생 같음,0,2025-07-20 04:28:46+00:00,0,상황/스토리
UgzCRmd-OAGzo7SJpOd4AaABAg,3d2pb4Q6Vas,@지기-z7f,잠옷같아,0,2025-07-20 04:27:20+00:00,0,상황/스토리
